# Test: Metal Detector Battery Discharge Test
# Date: 2026-01-21 11:51:43
# Threshold: 6.0V
# Pass criteria: > 100 min
#
elapsed_seconds,elapsed_minutes,voltage_V
7810.0,130.167,7.8907
7811.0,130.183,7.8036
7812.0,130.200,7.8036
7813.0,130.217,7.8871
7814.0,130.233,7.9270
7815.0,130.250,7.8980
7816.0,130.267,7.9597
7817.0,130.283,7.9307
7818.0,130.300,7.9270
7819.0,130.317,7.9343
7820.0,130.333,7.9125
7821.0,130.350,7.8835
7822.0,130.367,7.9089
7823.0,130.383,7.8871
7824.0,130.400,7.8798
7825.0,130.417,7.7963
7826.0,130.433,7.9343
7827.0,130.450,7.9089
7828.0,130.467,7.9416
7829.0,130.483,7.9052
7830.0,130.500,7.9416
7831.0,130.517,7.9416
7832.0,130.533,7.9161
7833.0,130.550,7.8326
7834.0,130.567,7.8435
7835.0,130.583,7.8835
7836.0,130.600,7.9052
7837.0,130.617,7.8326
7838.0,130.633,7.9670
7839.0,130.650,7.9488
7840.0,130.667,7.9343
7841.0,130.683,7.9416
7842.0,130.700,7.9234
7843.0,130.717,7.9597
7844.0,130.733,7.8290
7845.0,130.750,7.8689
7846.0,130.767,7.8835
7847.0,130.783,7.8181
7848.0,130.800,7.8580
7849.0,130.817,7.8980
7850.0,130.833,7.9161
7851.0,130.850,7.9379
7852.0,130.867,7.9307
7853.0,130.883,7.9307
7854.0,130.900,7.9525
7855.0,130.917,7.9416
7856.0,130.933,7.9270
7857.0,130.950,7.9052
7858.0,130.967,7.8980
7859.0,130.983,7.8798
7860.0,131.000,7.8254
7861.0,131.017,7.8653
7862.0,131.033,7.7818
7863.0,131.050,7.9561
7864.0,131.067,7.9161
7865.0,131.083,7.9416
7866.0,131.100,7.9488
7867.0,131.117,7.9416
7868.0,131.133,7.9161
7869.0,131.150,7.9379
7870.0,131.167,7.8798
7871.0,131.183,7.8435
7872.0,131.200,7.8980
7873.0,131.217,7.8181
7874.0,131.233,7.8435
7875.0,131.250,7.8362
7876.0,131.267,7.9525
7877.0,131.283,7.9416
7878.0,131.300,7.9125
7879.0,131.317,7.9307
7880.0,131.333,7.9488
7881.0,131.350,7.9016
7882.0,131.367,7.8362
7883.0,131.383,7.8907
7884.0,131.400,7.7927
7885.0,131.417,7.8362
7886.0,131.433,7.8726
7887.0,131.450,7.9234
7888.0,131.467,7.7927
7889.0,131.483,7.9234
7890.0,131.500,7.9125
7891.0,131.517,7.9016
7892.0,131.533,7.9270
7893.0,131.550,7.9270
7894.0,131.567,7.9488
7895.0,131.583,7.8072
7896.0,131.600,7.8181
7897.0,131.617,7.7890
7898.0,131.633,7.8435
7899.0,131.650,7.8145
7900.0,131.667,7.8980
7901.0,131.683,7.9416
7902.0,131.700,7.9670
7903.0,131.717,7.9234
7904.0,131.733,7.9161
7905.0,131.750,7.9343
7906.0,131.767,7.9379
7907.0,131.783,7.8362
7908.0,131.800,7.8726
7909.0,131.817,7.8217
7910.0,131.833,7.8871
7911.0,131.850,7.8072
7912.0,131.867,7.8435
7913.0,131.883,7.8980
7914.0,131.900,7.9525
7915.0,131.917,7.9416
7916.0,131.933,7.9161
7917.0,131.950,7.9234
7918.0,131.967,7.9416
7919.0,131.983,7.9089
7920.0,132.000,7.8980
7921.0,132.017,7.8835
7922.0,132.033,7.8871
7923.0,132.050,7.8580
7924.0,132.067,7.8072
7925.0,132.083,7.7927
7926.0,132.100,7.8871
7927.0,132.117,7.9416
7928.0,132.133,7.9270
7929.0,132.150,7.9379
7930.0,132.167,7.9270
7931.0,132.183,7.8871
7932.0,132.200,7.9343
7933.0,132.217,7.7963
7934.0,132.233,7.8617
7935.0,132.250,7.8871
7936.0,132.267,7.8689
7937.0,132.283,7.8036
7938.0,132.300,7.8835
7939.0,132.317,7.9234
7940.0,132.333,7.9089
7941.0,132.350,7.9379
7942.0,132.367,7.9379
7943.0,132.383,7.9452
7944.0,132.400,7.8944
7945.0,132.417,7.9343
7946.0,132.433,7.9089
7947.0,132.450,7.8762
7948.0,132.467,7.8326
7949.0,132.483,7.8762
7950.0,132.500,7.9270
7951.0,132.517,7.9016
7952.0,132.533,7.9379
7953.0,132.550,7.9270
7954.0,132.567,7.8980
7955.0,132.583,7.9270
7956.0,132.600,7.9089
7957.0,132.617,7.9198
7958.0,132.633,7.9416
7959.0,132.650,7.8580
7960.0,132.667,7.8326
7961.0,132.683,7.8544
7962.0,132.700,7.7999
7963.0,132.717,7.9052
7964.0,132.733,7.8980
7965.0,132.750,7.9125
7966.0,132.767,7.9561
7967.0,132.783,7.9343
7968.0,132.800,7.9234
7969.0,132.817,7.8871
7970.0,132.833,7.9234
7971.0,132.850,7.8617
7972.0,132.867,7.8726
7973.0,132.883,7.8181
7974.0,132.900,7.8726
7975.0,132.917,7.8653
7976.0,132.933,7.9270
7977.0,132.950,7.8980
7978.0,132.967,7.9270
7979.0,132.983,7.9270
7980.0,133.000,7.9270
7981.0,133.017,7.9234
7982.0,133.033,7.9052
7983.0,133.050,7.9270
7984.0,133.067,7.9161
7985.0,133.083,7.8036
7986.0,133.100,7.8580
7987.0,133.117,7.8726
7988.0,133.133,7.8726
7989.0,133.150,7.9270
7990.0,133.167,7.9161
7991.0,133.183,7.9234
7992.0,133.200,7.9379
7993.0,133.217,7.9379
7994.0,133.233,7.9234
7995.0,133.250,7.9198
7996.0,133.267,7.8907
7997.0,133.283,7.9270
7998.0,133.300,7.8181
7999.0,133.317,7.9052
8000.0,133.333,7.8689
8001.0,133.350,7.8907
8002.0,133.367,7.9125
8003.0,133.383,7.9161
8004.0,133.400,7.9161
8005.0,133.417,7.9379
8006.0,133.433,7.9198
8007.0,133.450,7.9089
8008.0,133.467,7.8871
8009.0,133.483,7.8362
8010.0,133.500,7.8072
8011.0,133.517,7.7672
8012.0,133.533,7.8580
8013.0,133.550,7.9052
8014.0,133.567,7.9343
8015.0,133.583,7.7890
8016.0,133.600,7.9125
8017.0,133.617,7.9343
8018.0,133.633,7.9234
8019.0,133.650,7.9016
8020.0,133.667,7.9234
8021.0,133.683,7.9052
8022.0,133.700,7.8835
8023.0,133.717,7.9052
8024.0,133.733,7.7963
8025.0,133.750,7.8326
8026.0,133.767,7.8508
8027.0,133.783,7.7818
8028.0,133.800,7.9161
8029.0,133.817,7.8980
8030.0,133.833,7.9270
8031.0,133.850,7.9270
8032.0,133.867,7.9125
8033.0,133.883,7.8762
8034.0,133.900,7.8689
8035.0,133.917,7.8762
8036.0,133.933,7.8689
8037.0,133.950,7.8435
8038.0,133.967,7.7927
8039.0,133.983,7.8907
8040.0,134.000,7.9125
8041.0,134.017,7.9161
8042.0,134.033,7.9125
8043.0,134.050,7.9343
8044.0,134.067,7.9125
8045.0,134.083,7.9270
8046.0,134.100,7.8181
8047.0,134.117,7.8508
8048.0,134.133,7.8471
8049.0,134.150,7.8072
8050.0,134.167,7.8617
8051.0,134.183,7.8907
8052.0,134.200,7.9270
8053.0,134.217,7.9161
8054.0,134.233,7.9125
8055.0,134.250,7.9234
8056.0,134.267,7.9270
8057.0,134.283,7.9488
8058.0,134.300,7.9234
8059.0,134.317,7.8726
8060.0,134.333,7.8762
8061.0,134.350,7.8108
8062.0,134.367,7.7890
8063.0,134.383,7.8798
8064.0,134.400,7.8580
8065.0,134.417,7.9234
8066.0,134.433,7.9270
8067.0,134.450,7.9270
8068.0,134.467,7.9307
8069.0,134.483,7.9379
8070.0,134.500,7.8980
8071.0,134.517,7.8072
8072.0,134.533,7.8580
8073.0,134.550,7.8617
8074.0,134.567,7.8762
8075.0,134.583,7.8835
8076.0,134.600,7.8580
8077.0,134.617,7.9161
8078.0,134.633,7.9016
8079.0,134.650,7.9379
8080.0,134.667,7.9198
8081.0,134.683,7.9125
8082.0,134.700,7.9016
8083.0,134.717,7.9016
8084.0,134.733,7.8798
8085.0,134.750,7.8944
8086.0,134.767,7.8217
8087.0,134.783,7.8689
8088.0,134.800,7.8580
8089.0,134.817,7.9161
8090.0,134.833,7.9125
8091.0,134.850,7.9234
8092.0,134.867,7.9161
8093.0,134.883,7.9488
8094.0,134.900,7.9270
8095.0,134.917,7.9089
8096.0,134.933,7.8980
8097.0,134.950,7.8726
8098.0,134.967,7.8181
8099.0,134.983,7.7890
8100.0,135.000,7.8072
8101.0,135.017,7.8726
8102.0,135.033,7.8617
8103.0,135.050,7.9416
8104.0,135.067,7.9161
8105.0,135.083,7.9379
8106.0,135.100,7.9234
8107.0,135.117,7.9089
8108.0,135.133,7.7672
8109.0,135.150,7.8435
8110.0,135.167,7.8944
8111.0,135.183,7.8835
8112.0,135.200,7.8290
8113.0,135.217,7.7781
8114.0,135.233,7.8980
8115.0,135.250,7.9161
8116.0,135.267,7.9016
8117.0,135.283,7.9270
8118.0,135.300,7.8835
8119.0,135.317,7.9125
8120.0,135.333,7.9270
8121.0,135.350,7.7927
8122.0,135.367,7.7745
8123.0,135.383,7.8944
8124.0,135.400,7.8362
8125.0,135.417,7.8435
8126.0,135.433,7.8689
8127.0,135.450,7.8580
8128.0,135.467,7.9125
8129.0,135.483,7.9125
8130.0,135.500,7.9270
8131.0,135.517,7.9125
8132.0,135.533,7.9198
8133.0,135.550,7.8871
8134.0,135.567,7.8036
8135.0,135.583,7.8980
8136.0,135.600,7.8726
8137.0,135.617,7.8471
8138.0,135.633,7.8907
8139.0,135.650,7.8544
8140.0,135.667,7.7781
8141.0,135.683,7.8508
8142.0,135.700,7.8726
8143.0,135.717,7.9161
8144.0,135.733,7.9379
8145.0,135.750,7.9161
8146.0,135.767,7.8798
8147.0,135.783,7.8326
8148.0,135.800,7.8835
8149.0,135.817,7.8726
8150.0,135.833,7.8871
8151.0,135.850,7.8580
8152.0,135.867,7.9270
8153.0,135.883,7.8980
8154.0,135.900,7.9125
8155.0,135.917,7.9379
8156.0,135.933,7.9161
8157.0,135.950,7.9161
8158.0,135.967,7.9089
8159.0,135.983,7.8108
8160.0,136.000,7.8980
8161.0,136.017,7.8653
8162.0,136.033,7.8145
8163.0,136.050,7.8508
8164.0,136.067,7.8944
8165.0,136.083,7.9379
8166.0,136.100,7.9452
8167.0,136.117,7.9016
8168.0,136.133,7.9379
8169.0,136.150,7.9379
8170.0,136.167,7.8980
8171.0,136.183,7.8762
8172.0,136.200,7.8145
8173.0,136.217,7.8072
8174.0,136.233,7.9016
8175.0,136.250,7.8689
8176.0,136.267,7.8254
8177.0,136.283,7.9270
8178.0,136.300,7.9416
8179.0,136.317,7.9198
8180.0,136.333,7.9089
8181.0,136.350,7.9161
8182.0,136.367,7.9234
8183.0,136.383,7.8544
8184.0,136.400,7.8871
8185.0,136.417,7.8290
8186.0,136.433,7.9234
8187.0,136.450,7.8435
8188.0,136.467,7.8471
8189.0,136.483,7.7927
8190.0,136.500,7.9125
8191.0,136.517,7.9016
8192.0,136.533,7.9089
8193.0,136.550,7.9198
8194.0,136.567,7.9125
8195.0,136.583,7.8798
8196.0,136.600,7.9052
8197.0,136.617,7.8145
8198.0,136.633,7.8580
8199.0,136.650,7.8617
8200.0,136.667,7.8580
8201.0,136.683,7.8471
8202.0,136.700,7.8072
8203.0,136.717,7.9234
8204.0,136.733,7.8798
8205.0,136.750,7.9198
8206.0,136.767,7.8835
8207.0,136.783,7.9379
8208.0,136.800,7.8835
8209.0,136.817,7.8871
8210.0,136.833,7.7999
8211.0,136.850,7.8072
8212.0,136.867,7.9270
8213.0,136.883,7.8181
8214.0,136.900,7.7672
8215.0,136.917,7.7890
8216.0,136.933,7.9198
8217.0,136.950,7.9270
8218.0,136.967,7.9307
8219.0,136.983,7.9161
8220.0,137.000,7.8871
8221.0,137.017,7.8980
8222.0,137.033,7.8544
8223.0,137.050,7.8471
8224.0,137.067,7.8544
8225.0,137.083,7.8907
8226.0,137.100,7.8689
8227.0,137.117,7.7818
8228.0,137.133,7.7745
8229.0,137.150,7.9089
8230.0,137.167,7.9198
8231.0,137.183,7.8580
8232.0,137.200,7.9270
8233.0,137.217,7.9161
8234.0,137.233,7.8471
8235.0,137.250,7.8762
8236.0,137.267,7.7672
8237.0,137.283,7.8471
8238.0,137.300,7.8653
8239.0,137.317,7.9198
8240.0,137.333,7.8835
8241.0,137.350,7.9198
8242.0,137.367,7.9416
8243.0,137.383,7.9270
8244.0,137.400,7.9089
8245.0,137.417,7.9125
8246.0,137.433,7.9089
8247.0,137.450,7.8471
8248.0,137.467,7.8871
8249.0,137.483,7.8835
8250.0,137.500,7.7781
8251.0,137.517,7.8726
8252.0,137.533,7.8617
8253.0,137.550,7.8544
8254.0,137.567,7.9198
8255.0,137.583,7.8980
8256.0,137.600,7.9234
8257.0,137.617,7.8980
8258.0,137.633,7.9016
8259.0,137.650,7.9270
8260.0,137.667,7.8689
8261.0,137.683,7.8290
8262.0,137.700,7.7818
8263.0,137.717,7.7890
8264.0,137.733,7.7890
8265.0,137.750,7.8762
8266.0,137.767,7.8617
8267.0,137.783,7.9270
8268.0,137.800,7.9125
8269.0,137.817,7.9161
8270.0,137.833,7.9016
8271.0,137.850,7.9089
8272.0,137.867,7.8871
8273.0,137.883,7.8181
8274.0,137.900,7.8108
8275.0,137.917,7.9343
8276.0,137.933,7.8617
8277.0,137.950,7.9198
8278.0,137.967,7.7672
8279.0,137.983,7.9343
8280.0,138.000,7.9125
8281.0,138.017,7.9379
8282.0,138.033,7.9161
8283.0,138.050,7.9198
8284.0,138.067,7.8980
8285.0,138.083,7.8762
8286.0,138.100,7.8435
8287.0,138.117,7.8181
8288.0,138.133,7.8362
8289.0,138.150,7.8653
8290.0,138.167,7.9089
8291.0,138.183,7.8835
8292.0,138.200,7.9161
8293.0,138.217,7.9234
8294.0,138.233,7.9270
8295.0,138.250,7.9089
8296.0,138.267,7.8944
8297.0,138.283,7.7890
8298.0,138.300,7.7672
8299.0,138.317,7.7781
8300.0,138.333,7.8689
8301.0,138.350,7.8471
8302.0,138.367,7.8907
8303.0,138.383,7.8980
8304.0,138.400,7.9307
8305.0,138.417,7.9270
8306.0,138.433,7.8980
8307.0,138.450,7.9089
8308.0,138.467,7.9161
8309.0,138.483,7.8762
8310.0,138.500,7.8326
8311.0,138.517,7.9052
8312.0,138.533,7.8181
8313.0,138.550,7.8362
8314.0,138.567,7.8181
8315.0,138.583,7.8145
8316.0,138.600,7.9161
8317.0,138.617,7.9089
8318.0,138.633,7.8326
8319.0,138.650,7.9125
8320.0,138.667,7.9161
8321.0,138.683,7.8980
8322.0,138.700,7.9089
8323.0,138.717,7.8399
8324.0,138.733,7.8290
8325.0,138.750,7.8617
8326.0,138.767,7.9198
8327.0,138.783,7.8435
8328.0,138.800,7.9016
8329.0,138.817,7.9307
8330.0,138.833,7.8835
8331.0,138.850,7.8762
8332.0,138.867,7.9307
8333.0,138.883,7.9089
8334.0,138.900,7.8726
8335.0,138.917,7.7672
8336.0,138.933,7.7818
8337.0,138.950,7.8726
8338.0,138.967,7.8617
8339.0,138.983,7.8362
8340.0,139.000,7.8726
8341.0,139.017,7.8835
8342.0,139.033,7.9234
8343.0,139.050,7.9089
8344.0,139.067,7.9379
8345.0,139.083,7.8871
8346.0,139.100,7.8907
8347.0,139.117,7.9016
8348.0,139.133,7.8471
8349.0,139.150,7.7927
8350.0,139.167,7.8580
8351.0,139.183,7.8217
8352.0,139.200,7.8072
8353.0,139.217,7.8726
8354.0,139.233,7.9234
8355.0,139.250,7.8653
8356.0,139.267,7.8871
8357.0,139.283,7.8871
8358.0,139.300,7.9234
8359.0,139.317,7.8944
8360.0,139.333,7.8326
8361.0,139.350,7.8689
8362.0,139.367,7.8471
8363.0,139.383,7.8471
8364.0,139.400,7.8580
8365.0,139.417,7.8108
8366.0,139.433,7.8871
8367.0,139.450,7.9234
8368.0,139.467,7.8689
8369.0,139.483,7.9089
8370.0,139.500,7.9198
8371.0,139.517,7.9270
8372.0,139.533,7.9016
8373.0,139.550,7.9016
8374.0,139.567,7.8508
8375.0,139.583,7.7854
8376.0,139.600,7.8580
8377.0,139.617,7.8072
8378.0,139.633,7.7781
8379.0,139.650,7.9161
8380.0,139.667,7.9125
8381.0,139.683,7.9089
8382.0,139.700,7.9161
8383.0,139.717,7.8871
8384.0,139.733,7.9016
8385.0,139.750,7.8653
8386.0,139.767,7.7890
8387.0,139.783,7.8217
8388.0,139.800,7.8835
8389.0,139.817,7.7890
8390.0,139.833,7.8471
8391.0,139.850,7.8362
8392.0,139.867,7.9016
8393.0,139.883,7.9089
8394.0,139.900,7.8871
8395.0,139.917,7.9089
8396.0,139.933,7.9016
8397.0,139.950,7.8726
8398.0,139.967,7.8871
8399.0,139.983,7.8290
8400.0,140.000,7.7999
8401.0,140.017,7.8072
8402.0,140.033,7.7999
8403.0,140.050,7.8471
8404.0,140.067,7.8980
8405.0,140.083,7.8871
8406.0,140.100,7.8980
8407.0,140.117,7.8871
8408.0,140.133,7.8980
8409.0,140.150,7.9016
8410.0,140.167,7.8980
8411.0,140.183,7.8907
8412.0,140.200,7.8362
8413.0,140.217,7.8471
8414.0,140.233,7.8580
8415.0,140.250,7.7890
8416.0,140.267,7.8036
8417.0,140.283,7.8290
8418.0,140.300,7.8871
8419.0,140.317,7.8907
8420.0,140.333,7.8907
8421.0,140.350,7.8471
8422.0,140.367,7.9089
8423.0,140.383,7.8290
8424.0,140.400,7.8835
8425.0,140.417,7.8835
8426.0,140.433,7.8689
8427.0,140.450,7.8399
8428.0,140.467,7.8907
8429.0,140.483,7.8181
8430.0,140.500,7.8907
8431.0,140.517,7.8980
8432.0,140.533,7.9016
8433.0,140.550,7.8944
8434.0,140.567,7.8980
8435.0,140.583,7.8980
8436.0,140.600,7.8980
8437.0,140.617,7.8362
8438.0,140.633,7.8108
8439.0,140.650,7.8435
8440.0,140.667,7.7672
8441.0,140.683,7.8580
8442.0,140.700,7.8762
8443.0,140.717,7.8871
8444.0,140.733,7.8907
8445.0,140.750,7.9089
8446.0,140.767,7.9270
8447.0,140.783,7.9089
8448.0,140.800,7.8871
8449.0,140.817,7.8326
8450.0,140.833,7.8580
8451.0,140.850,7.8326
8452.0,140.867,7.8108
8453.0,140.883,7.8435
8454.0,140.900,7.8580
8455.0,140.917,7.8653
8456.0,140.933,7.9234
8457.0,140.950,7.9052
8458.0,140.967,7.9198
8459.0,140.983,7.8508
8460.0,141.000,7.9161
8461.0,141.017,7.7781
8462.0,141.033,7.8217
8463.0,141.050,7.8471
8464.0,141.067,7.8471
8465.0,141.083,7.8435
8466.0,141.100,7.8980
8467.0,141.117,7.8835
8468.0,141.133,7.8871
8469.0,141.150,7.8871
8470.0,141.167,7.9270
8471.0,141.183,7.9125
8472.0,141.200,7.9125
8473.0,141.217,7.8798
8474.0,141.233,7.7963
8475.0,141.250,7.8471
8476.0,141.267,7.7818
8477.0,141.283,7.8072
8478.0,141.300,7.8036
8479.0,141.317,7.7527
8480.0,141.333,7.8072
8481.0,141.350,7.9379
8482.0,141.367,7.8762
8483.0,141.383,7.8944
8484.0,141.400,7.8907
8485.0,141.417,7.8762
8486.0,141.433,7.8471
8487.0,141.450,7.8108
8488.0,141.467,7.8689
8489.0,141.483,7.7781
8490.0,141.500,7.8544
8491.0,141.517,7.8217
8492.0,141.533,7.7818
8493.0,141.550,7.8980
8494.0,141.567,7.9089
8495.0,141.583,7.9089
8496.0,141.600,7.8871
8497.0,141.617,7.8726
8498.0,141.633,7.9016
8499.0,141.650,7.7890
8500.0,141.667,7.7890
8501.0,141.683,7.8362
8502.0,141.700,7.8617
8503.0,141.717,7.8471
8504.0,141.733,7.8435
8505.0,141.750,7.8835
8506.0,141.767,7.8762
8507.0,141.783,7.9052
8508.0,141.800,7.9052
8509.0,141.817,7.8871
8510.0,141.833,7.9125
8511.0,141.850,7.8871
8512.0,141.867,7.8689
8513.0,141.883,7.7672
8514.0,141.900,7.8362
8515.0,141.917,7.8326
8516.0,141.933,7.8508
8517.0,141.950,7.7636
8518.0,141.967,7.9016
8519.0,141.983,7.8762
8520.0,142.000,7.8762
8521.0,142.017,7.8762
8522.0,142.033,7.8907
8523.0,142.050,7.8871
8524.0,142.067,7.8907
8525.0,142.083,7.7564
8526.0,142.100,7.8471
8527.0,142.117,7.8290
8528.0,142.133,7.8362
8529.0,142.150,7.8326
8530.0,142.167,7.7818
8531.0,142.183,7.9161
8532.0,142.200,7.9016
8533.0,142.217,7.9198
8534.0,142.233,7.8980
8535.0,142.250,7.8726
8536.0,142.267,7.8362
8537.0,142.283,7.8544
8538.0,142.300,7.8326
8539.0,142.317,7.8435
8540.0,142.333,7.8254
8541.0,142.350,7.8835
8542.0,142.367,7.8326
8543.0,142.383,7.9234
8544.0,142.400,7.9125
8545.0,142.417,7.9089
8546.0,142.433,7.8726
8547.0,142.450,7.9016
8548.0,142.467,7.8726
8549.0,142.483,7.8362
8550.0,142.500,7.8362
8551.0,142.517,7.8290
8552.0,142.533,7.8181
8553.0,142.550,7.8580
8554.0,142.567,7.9379
8555.0,142.583,7.8617
8556.0,142.600,7.9016
8557.0,142.617,7.8871
8558.0,142.633,7.8871
8559.0,142.650,7.8726
8560.0,142.667,7.9052
8561.0,142.683,7.9234
8562.0,142.700,7.8689
8563.0,142.717,7.8254
8564.0,142.733,7.8290
8565.0,142.750,7.8617
8566.0,142.767,7.8290
8567.0,142.783,7.8580
8568.0,142.800,7.8435
8569.0,142.817,7.9016
8570.0,142.833,7.8907
8571.0,142.850,7.9052
8572.0,142.867,7.8835
8573.0,142.883,7.9089
8574.0,142.900,7.8580
8575.0,142.917,7.8471
8576.0,142.933,7.8835
8577.0,142.950,7.7890
8578.0,142.967,7.7745
8579.0,142.983,7.8471
8580.0,143.000,7.7927
8581.0,143.017,7.8980
8582.0,143.033,7.8980
8583.0,143.050,7.7818
8584.0,143.067,7.8762
8585.0,143.083,7.8835
8586.0,143.100,7.8944
8587.0,143.117,7.8072
8588.0,143.133,7.7890
8589.0,143.150,7.7890
8590.0,143.167,7.8072
8591.0,143.183,7.8036
8592.0,143.200,7.8435
8593.0,143.217,7.8798
8594.0,143.233,7.8835
8595.0,143.250,7.9016
8596.0,143.267,7.8871
8597.0,143.283,7.8980
8598.0,143.300,7.8871
8599.0,143.317,7.8580
8600.0,143.333,7.7709
8601.0,143.350,7.7999
8602.0,143.367,7.7963
8603.0,143.383,7.8362
8604.0,143.400,7.8326
8605.0,143.417,7.8508
8606.0,143.433,7.9016
8607.0,143.450,7.9234
8608.0,143.467,7.8798
8609.0,143.483,7.9234
8610.0,143.500,7.8871
8611.0,143.517,7.8944
8612.0,143.533,7.8726
8613.0,143.550,7.8835
8614.0,143.567,7.7927
8615.0,143.583,7.7672
8616.0,143.600,7.7890
8617.0,143.617,7.8471
8618.0,143.633,7.8108
8619.0,143.650,7.8871
8620.0,143.667,7.8617
8621.0,143.683,7.8762
8622.0,143.700,7.8580
8623.0,143.717,7.9016
8624.0,143.733,7.8653
8625.0,143.750,7.7963
8626.0,143.767,7.8181
8627.0,143.783,7.8471
8628.0,143.800,7.8217
8629.0,143.817,7.8326
8630.0,143.833,7.8689
8631.0,143.850,7.9125
8632.0,143.867,7.9161
8633.0,143.883,7.8980
8634.0,143.900,7.8835
8635.0,143.917,7.8762
8636.0,143.933,7.8762
8637.0,143.950,7.7781
8638.0,143.967,7.8326
8639.0,143.983,7.8326
8640.0,144.000,7.7636
8641.0,144.017,7.8435
8642.0,144.033,7.8290
8643.0,144.050,7.7963
8644.0,144.067,7.9052
8645.0,144.083,7.9016
8646.0,144.100,7.8835
8647.0,144.117,7.9016
8648.0,144.133,7.8871
8649.0,144.150,7.9016
8650.0,144.167,7.8907
8651.0,144.183,7.8471
8652.0,144.200,7.8871
8653.0,144.217,7.8145
8654.0,144.233,7.8508
8655.0,144.250,7.8980
8656.0,144.267,7.8326
8657.0,144.283,7.8689
8658.0,144.300,7.8907
8659.0,144.317,7.8907
8660.0,144.333,7.8980
8661.0,144.350,7.8617
8662.0,144.367,7.8762
8663.0,144.383,7.8181
8664.0,144.400,7.7927
8665.0,144.417,7.8072
8666.0,144.433,7.8726
8667.0,144.450,7.7709
8668.0,144.467,7.8798
8669.0,144.483,7.8689
8670.0,144.500,7.8798
8671.0,144.517,7.8399
8672.0,144.533,7.8944
8673.0,144.550,7.8689
8674.0,144.567,7.8907
8675.0,144.583,7.9016
8676.0,144.600,7.8145
8677.0,144.617,7.8290
8678.0,144.633,7.8217
8679.0,144.650,7.8362
8680.0,144.667,7.7636
8681.0,144.683,7.7309
8682.0,144.700,7.8653
8683.0,144.717,7.8980
8684.0,144.733,7.8689
8685.0,144.750,7.8980
8686.0,144.767,7.8762
8687.0,144.783,7.8544
8688.0,144.800,7.7527
8689.0,144.817,7.7927
8690.0,144.833,7.8181
8691.0,144.850,7.7709
8692.0,144.867,7.8653
8693.0,144.883,7.7818
8694.0,144.900,7.8944
8695.0,144.917,7.8980
8696.0,144.933,7.9089
8697.0,144.950,7.8726
8698.0,144.967,7.8362
8699.0,144.983,7.8653
8700.0,145.000,7.8471
8701.0,145.017,7.8217
8702.0,145.033,7.8181
8703.0,145.050,7.7890
8704.0,145.067,7.8072
8705.0,145.083,7.7963
8706.0,145.100,7.7527
8707.0,145.117,7.8689
8708.0,145.133,7.8762
8709.0,145.150,7.8762
8710.0,145.167,7.8689
8711.0,145.183,7.9016
8712.0,145.200,7.8835
8713.0,145.217,7.8689
8714.0,145.233,7.8944
8715.0,145.250,7.7491
8716.0,145.267,7.8471
8717.0,145.283,7.8290
8718.0,145.300,7.8689
8719.0,145.317,7.8580
8720.0,145.333,7.9016
8721.0,145.350,7.8471
8722.0,145.367,7.8544
8723.0,145.383,7.9016
8724.0,145.400,7.8726
8725.0,145.417,7.8726
8726.0,145.433,7.8217
8727.0,145.450,7.8435
8728.0,145.467,7.7600
8729.0,145.483,7.8290
8730.0,145.500,7.7709
8731.0,145.517,7.8726
8732.0,145.533,7.8072
8733.0,145.550,7.8980
8734.0,145.567,7.8980
8735.0,145.583,7.8980
8736.0,145.600,7.9089
8737.0,145.617,7.9089
8738.0,145.633,7.8471
8739.0,145.650,7.8326
8740.0,145.667,7.7527
8741.0,145.683,7.7890
8742.0,145.700,7.7600
8743.0,145.717,7.8399
8744.0,145.733,7.8689
8745.0,145.750,7.9016
8746.0,145.767,7.8689
8747.0,145.783,7.8762
8748.0,145.800,7.8762
8749.0,145.817,7.8980
8750.0,145.833,7.8835
8751.0,145.850,7.8072
8752.0,145.867,7.7418
8753.0,145.883,7.8435
8754.0,145.900,7.7418
8755.0,145.917,7.8217
8756.0,145.933,7.8362
8757.0,145.950,7.8871
8758.0,145.967,7.9016
8759.0,145.983,7.9125
8760.0,146.000,7.8907
8761.0,146.017,7.8689
8762.0,146.033,7.8980
8763.0,146.050,7.8254
8764.0,146.067,7.7600
8765.0,146.083,7.8217
8766.0,146.100,7.8181
8767.0,146.117,7.7709
8768.0,146.133,7.8435
8769.0,146.150,7.8726
8770.0,146.167,7.8762
8771.0,146.183,7.8871
8772.0,146.200,7.8871
8773.0,146.217,7.8835
8774.0,146.233,7.8762
8775.0,146.250,7.8508
8776.0,146.267,7.7491
8777.0,146.283,7.7854
8778.0,146.300,7.8362
8779.0,146.317,7.8290
8780.0,146.333,7.8108
8781.0,146.350,7.7781
8782.0,146.367,7.8980
8783.0,146.383,7.9089
8784.0,146.400,7.8907
8785.0,146.417,7.8871
8786.0,146.433,7.8871
8787.0,146.450,7.8617
8788.0,146.467,7.8580
8789.0,146.483,7.7564
8790.0,146.500,7.7818
8791.0,146.517,7.7382
8792.0,146.533,7.8036
8793.0,146.550,7.8290
8794.0,146.567,7.7890
8795.0,146.583,7.8798
8796.0,146.600,7.8471
8797.0,146.617,7.8980
8798.0,146.633,7.8689
8799.0,146.650,7.8689
8800.0,146.667,7.8726
8801.0,146.683,7.8435
8802.0,146.700,7.8217
